DATE,COMNAM,TICKER,PERMNO
1972-12-14,SPENCER FOODS INC,,57672
1974-02-13,SPENCER FOODS INC,SFD,57672
1972-12-14,GERIATRICS INC,,57680
1974-02-14,GERIATRICS INC,GI,57680
1972-12-14,CAPEHART CORP,CAPE,57699
1974-02-25,CAPEHART CORP,CPE,57699
1984-03-21,NISUS VIDEO INC,NOMO,57700
1972-12-14,DAMSON OIL CORP,DAMS,57701
1974-03-20,DAMSON OIL CORP,DAM,57701
1972-12-14,PETRO LEWIS CORP,,57728
1974-03-29,PETRO LEWIS CORP,PTL,57728
1981-06-26,AZTEC ENERGY CORP,AZTX,57729
1983-11-01,NOARKO RESOURCES INC CO,NOAH,57729
1972-12-14,TELECOM CORP,,57736
1974-04-04,TELECOM CORP,TEL,57736
1994-06-02,T C C INDUSTRIES INC,TEL,57736
1974-04-04,UNITED GAS PIPE LINE CO,UGS,57744
1976-08-30,UNITED ENERGY RES INC,UER,57744
1972-12-14,NOBILITY HOMES INC,NOBH,57745
1983-05-31,NOBLE ROMANS INC,NROM,57753
1987-01-13,NOBLE ROMANS INC,,57753
1987-02-26,NOBLE ROMANS INC,NROM,57753
1973-10-26,INCOTERM CORP,,57760
1974-04-09,INCOTERM CORP,IO,57760
1984-05-15,NODAWAY VALLEY CO,NVCO,57761
1972-12-14,NOLAND CO,NOLD,57780
1972-12-14,TRANSPORT POOL CORP,,57787
1974-05-08,TRANSPORT POOL CORP,TIP,57787
1973-03-06,VISHAY INTERTECHNOLOGY INC,,57808
1974-05-16,VISHAY INTERTECHNOLOGY INC,VSH,57808
1979-12-13,NORDSON CORP,NDSN,57809
1972-12-14,PAN OCEAN OIL CORP,,57816
1974-05-21,PAN OCEAN OIL CORP,PNO,57816
1972-12-14,NORDSTROM BEST INC,NOBE,57817
1973-05-24,NORDSTROM INC,NOBE,57817
1999-06-10,NORDSTROM INC,JWN,57817
1974-05-22,ON LINE SYS INC,ONL,57824
1982-06-29,NORDIC LTD INC,NORL,57825
1974-05-23,HAWAIIAN AIRLINES INC,HWL,57832
1974-07-01,HAWAIIAN AIRLINES INC,HA,57832
1985-01-02,H A L INC,HA,57832
1974-05-24,OLINKRAFT INC,OKF,57840
1981-05-06,NORPAC EXPLORATION SERVICES INC,NORP,57841
1983-05-25,NORRIS OIL CO,NOIL,57860
1972-12-14,SILO INC,SILO,57867
1974-06-10,SILO INC,SIL,57867
1972-12-14,CHANCE A B CO,CHAN,57875
1974-06-11,CHANCE A B CO,CAB,57875
1972-12-14,DIGICON INC,,57883
1974-06-11,DIGICON INC,DGC,57883
1977-04-29,NORSTAN INC,NRRD,57884
1974-06-12,TRANSOHIO FINANCIAL CORP,TFC,57891
1986-04-29,TRANSCAPITAL FINANCIAL CORP,TFC,57891
1980-06-30,NORSUL OIL & MNG LTD,NORS,57892
1984-01-25,NORSUL OIL & MNG LTD,,57892
1984-02-08,NORSUL OIL & MNG LTD,NORS,57892
1973-08-23,AMERICAN FAMILY CORP,AFAC,57904
1974-06-14,AMERICAN FAMILY CORP,AFL,57904
1992-01-02,AFLAC INC,AFL,57904
1972-12-14,GARFINCKEL BROOKS BROS MILLER,GARF,57912
1974-06-18,GARFINCKEL BROOKS BROS MILLER,GBM,57912
1973-08-20,NORTH AMERICAN BIOLOGICALS INC,NBIO,57913
1996-01-18,N A B I,NABI,57913
2002-03-05,N A B I BIOPHARMACEUTICALS,NABI,57913
2012-11-09,BIOTA PHARMACEUTICALS INC,BOTA,57913
2016-04-13,AVIRAGEN THERAPEUTICS INC,AVIR,57913
2018-02-14,VAXART INC,VXRT,57913
1972-12-14,ANIXTER BROTHERS INC,ANIX,57920
1974-06-25,ANIXTER BROTHERS INC,ANX,57920
1984-07-09,NORTH AMERICAN COIN & CURNCY LTD,NACC,57921
1985-06-10,NORCAP FINANCIAL CORP,NACC,57921
1985-08-09,NORCAP FINANCIAL CORP,NRCP,57921
1972-12-14,YOO HOO CHOCOLATE BEVERAGE,YOHO,57939
1974-06-27,YOO HOO CHOCOLATE BEVERAGE,YOO,57939
1980-10-21,NORTH AMERICAN ENERGY RES LTD,NAER,57940
1972-12-14,SAGA ADMINISTRATIVE CORP,,57947
1974-06-06,SAGA CORP,,57947
1974-07-09,SAGA CORP,SGA,57947
1984-06-01,NORTH AMERICAN HOLDING CORP,NAHL,57948
1972-12-14,AUTO TRAIN CORP,AURC,57955
1974-07-10,AUTO TRAIN CORP,ATC,57955
1972-12-14,SUNSHINE JR STORES INC,SJRS,57963
1974-07-15,SUNSHINE JR STORES INC,SJS,57963
1972-12-14,NORTH AMERICAN CORP,NAMC,57964
1974-11-15,NORTH AMERICAN NATIONAL CORP,NAMC,57964
1972-12-14,BARCO CALIFORNIA,BRCO,57971
1974-07-16,BARCO CALIFORNIA,BRC,57971
1983-10-11,NORTH ATLANTIC AIRLINES INC,ARVT,57972
1972-12-14,ALBANY INTERNATIONAL CORP,AICO,57998
1974-07-23,ALBANY INTERNATIONAL CORP,ABY,57998
1972-12-14,NORTH ATLANTIC INDS INC,NATL,57999
1993-05-03,N A I TECHNOLOGIES INC,NATL,57999
1972-12-14,BEST PRODUCTS INC,BEST,58018
1974-07-29,BEST PRODUCTS INC,BES,58018
1983-09-23,NORTH ATLANTIC TECHNOLOGIES,NATT,58019
1972-12-14,OAKWOOD HOMES CORP,OAKW,58026
1974-08-07,OAKWOOD HOMES CORP,OMH,58026
1986-09-30,OAKWOOD HOMES CORP,OH,58026
1972-12-14,GENERICS CORP AMER,GNCA,58034
1974-08-09,GENERICS CORP AMER,GNC,58034
1979-09-25,NORTH CAROLINA FEDERAL S & L,NCFS,58035
1987-06-24,NORTH CAROLINA FEDERAL S & L,NFC,58035
1988-06-17,N C F FINANCIAL CORP,NFC,58035
1990-01-02,N C F FINANCIAL CORP,NFF,58035
1972-12-14,CARBON FUEL CO,CRBN,58042
1974-08-16,CARBON FUEL CO,CBN,58042
1974-11-11,CARBON INDUSTRIES INC,CBN,58042
1972-12-14,NORTH CAROLINA NATURAL GAS CORP,NCNG,58043
1992-02-12,NORTH CAROLINA NATURAL GAS CORP,NCG,58043
1972-12-14,VERMONT AMERICAN CORP,VERMA,58050
1974-08-28,VERMONT AMERICAN CORP,VAC,58050
1972-12-14,NORTH CENTRAL COS INC,NCCO,58051
1972-12-14,VALLEY INDUSTRIES INC,VALY,58069
1974-09-05,VALLEY INDUSTRIES INC,VI,58069
1982-02-26,NORTH CENTRAL LABS INC,NCLB,58070
1972-12-14,N F F CORP,NFFC,58077
1973-08-30,ORANGE CO INC,OJCO,58077
1974-09-10,ORANGE CO INC,OR,58077
1975-01-22,ORANGE CO INC,OJ,58077
1987-04-22,STONERIDGE RESOURCES INC,SRE,58077
1992-12-23,ACCEPTANCE INSURANCE COS INC,AIF,58077
1981-06-16,NORTH EAST INS CO,NEIC,58078
1972-12-14,WESTERN COMPANY OF NORTH AMERICA,WSTN,58085
1974-09-17,WESTERN COMPANY OF NORTH AMERICA,WSN,58085
1972-12-14,NORTH EUROPEAN OIL CO,NOIL,58086
1972-12-14,TEXAS COMMERCE BANCSHARES INC,TCBK,58093
1974-09-19,TEXAS COMMERCE BANCSHARES INC,TCB,58093
1982-09-02,NORTH FORK BANCORPORATION NY,NFBC,58094
1990-03-07,NORTH FORK BANCORPORATION NY INC,NFB,58094
1972-12-14,LIGHTOLIER INC,LIGH,58106
1974-09-23,LIGHTOLIER INC,LOL,58106
1982-09-08,NORTH HILLS ELECTR INC,NOHL,58107
1983-12-09,NORTH WEST TELECOMMUNICATIONS,NOWT,58115
1974-06-19,TERRA CHEMICALS INTL INC,TRRC,58122
1974-10-01,TERRA CHEMICALS INTL INC,TCI,58122
1972-12-14,UNIVERSAL RUNDLE CORP,URUN,58130
1974-10-04,UNIVERSAL RUNDLE CORP,URI,58130
1962-07-02,ANKEN CHEMICAL & FILM CORP,AKN,58149
1963-10-01,ANKEN CHEMICAL & FILM CORP,AKF,58149
1969-02-03,ANKEN CHEMICAL & FILM CORP,,58149
1972-12-14,ANKEN INDUSTRIES,ANKN,58149
1974-10-16,ANKEN INDUSTRIES,ANK,58149
1972-12-14,UNION TRUST CO,NBIC,58150
1972-12-29,NORTHEAST BANCORP INC,NBIC,58150
1974-11-08,TENNESSEE FORGING STL CORP,TFS,58157
1972-12-14,NORTHEAST PETROLEUM INDS INC,,58158
1972-12-14,CRUTCHER RESOURCES CORP,CRUT,58165
1974-11-13,CRUTCHER RESOURCES CORP,CTR,58165
1983-09-22,NORTHEAST SAVINGS F A,NESA,58166
1987-07-21,NORTHEAST SAVINGS F A,NSB,58166
1990-07-10,NORTHEAST FEDERAL CORP,NSB,58166
1972-12-14,CENTRONICS DATA COMPUTER CORP,,58173
1974-11-18,CENTRONICS DATA COMPUTER CORP,CEN,58173
1987-02-12,CENTRONICS CORP,CEN,58173
1988-04-29,EKCO GROUP INC,EKO,58173
1979-08-09,NORTHEASTERN BK PA SCRANTON,NBPA,58174
1981-08-12,NORTHEASTERN BANCORP INC PA,NBPA,58174
1972-12-14,C R S DESIGN ASSOC INC,CRSD,58181
1974-11-20,C R S DESIGN ASSOC INC,DA,58181
1979-01-24,C R S GROUP INC,DA,58181
1983-10-28,C R S SIRRINE INC,DA,58181
1987-08-18,C R S SIRRINE INC,CRX,58181
1989-10-30,C R S S INC,CRX,58181
1972-12-14,NORTHEASTERN INSURANCE CO HARTFD,NEIH,58182
1972-12-14,SPRINGFIELD GAS & LIGHT,SGLT,58202
1973-11-14,BAY STATE GAS CO,BYST,58202
1974-11-22,BAY STATE GAS CO,BGC,58202
1983-08-31,NORTHERN AIR FREIGHT INC,NAFI,58203
1972-12-14,ROCOR INTERNATIONAL,RCIN,58210
1974-11-27,ROCOR INTERNATIONAL,RO,58210
1978-12-18,ROCOR INTERNATIONAL,,58210
1981-05-28,ROCOR INTERNATIONAL,ROCO,58210
1984-08-02,NORTHERN DATA SYS INC,NDSI,58211
1974-12-05,FLYING DIAMOND OIL CORP,FDC,58229
1972-12-14,BANK OF NEW JERSEY CAMDEN,BKNJ,58230
1973-01-02,BANCSHARES NEW JERSEY,BKNJ,58230
1981-05-22,NORTHERN NATIONAL CORP,NNCO,58230
1974-12-05,JUNIPER PETROLEUM CORP,JUN,58237
1972-12-14,NORTHERN STATES FINANCIAL CORP,NSEC,58238
1973-03-27,NORTHERN STATES BANCORPORATION,NSBC,58238
1973-05-18,FRIGITEMP CORP,FRIG,58245
1974-12-16,FRIGITEMP CORP,FTP,58245
1972-12-14,NORTRUST CORP,NTRS,58246
1978-03-07,NORTHERN TRUST CORP,NTRS,58246
1974-12-18,HANOVER SQUARE RLTY INVS,HSQ,58253
1980-11-21,PEARCE URSTADT MAYER & GREER,PUM,58253
1972-12-14,NORTHERN VIRGINIA DRS HOSP CORP,,58254
1972-12-14,GRAND CENTRAL INC,GCEN,58261
1974-12-19,GRAND CENTRAL INC,GC,58261
1981-08-31,NORTHSTAR MINERALS INC,NSTR,58262
1972-12-14,VAGABOND MOTOR HOTELS INC,NOVC,58289
1975-10-17,VAGABOND HOTELS INC,VAGA,58289
1984-06-21,NORTHVIEW CORP,VAGA,58289
1984-06-29,NORTHVIEW CORP,NOVC,58289
1972-12-14,FIRST MISSISSIPPI CORP,FMIS,58296
1975-01-16,FIRST MISSISSIPPI CORP,FRM,58296
1972-12-14,NORTHWEST ENGINEERING CO,NWENA,58297
1972-12-14,XONICS INC,XONC,58309
1973-01-18,XONICS INC,,58309
1975-01-22,XONICS INC,XOX,58309
1978-09-29,XONICS INC,,58309
1982-11-29,XONICS INC,XOXI,58309
1972-12-14,NORTHWEST ENGINEERING CO,NWENB,58310
1973-01-12,NOLEX CORP,NOLX,58317
1975-01-30,NOLEX CORP,NLX,58317
1973-11-07,NORTHWEST ENGINEERING CO,NWEN,58318
1982-07-09,NORTHWEST ENGINEERING CO,,58318
1982-11-01,NORTHWEST ENGINEERING CO,NWEN,58318
1988-05-05,TEREX CORP NEW,NWEN,58318
1988-05-06,TEREX CORP NEW,TERX,58318
1991-03-19,TEREX CORP NEW,TEX,58318
1975-02-12,RACON INC,RAC,58325
1972-12-14,NORTHWEST FABRICS INC,,58326
1972-12-14,U N A CORP,UNAC,58333
1975-03-05,U N A CORP,UNA,58333
1972-12-14,NORTHWEST NATURAL GAS CO,NWNG,58334
2000-07-27,NORTHWEST NATURAL GAS CO,NWN,58334
2018-10-01,NORTHWEST NATURAL HOLDING CO,NWN,58334
1974-03-01,MANHATTAN LIFE CORP,MLFE,58341
1975-03-31,MANHATTAN LIFE CORP,MLF,58341
1982-12-31,MANHATTAN NATIONAL CORP,MLC,58341
1983-03-22,NORTHWEST PENNSYLVANIA CORP,NOWC,58342
1976-07-28,NORTHWEST TELEPRODUCTIONS INC,NWTL,58369
1975-04-09,AYDIN CORP,AYD,58376
1972-12-14,CHIEFTAIN DEVELOPMENT LTD,,58384
1975-04-14,CHIEFTAIN DEVELOPMENT LTD,CID,58384
1972-12-14,NORTHWESTERN FINANCIAL CORP,NWFN,58385
1972-12-14,CORENCO CORP,,58392
1975-04-10,CORENCO CORP,CCR,58392
1972-12-14,NORTHWESTERN NATL LIFE INS CO,NWNL,58393
1989-01-04,N W N L COMPANIES INC,NWNL,58393
1990-11-12,N W N L COMPANIES INC,NWN,58393
1995-02-13,RELIASTAR FINANCIAL CORP,RLR,58393
1972-12-14,FAYS DRUG INC,FAYS,58405
1975-06-02,FAYS DRUG INC,FAY,58405
1989-07-03,FAYS INC,FAY,58405
1972-12-14,NORTHWESTERN PUBLIC SERVICE CO,NWPS,58406
1990-05-08,NORTHWESTERN PUBLIC SERVICE CO,NPS,58406
1998-05-07,NORTHWESTERN CORP,NOR,58406
1972-12-14,NORTHWESTERN STATES PORTLAND CEM,NSTS,58414
1972-12-14,FRIEDMAN INDUSTRIES INC,FRED,58421
1975-05-07,FRIEDMAN INDUSTRIES INC,FRD,58421
1974-09-20,MISSOURI PACIFIC RAILROAD CO,MOP,58448
1972-12-14,NATIONAL MEDICAL CARE INC,NATM,58456
1975-05-13,NATIONAL MEDICAL CARE INC,NMD,58456
1980-01-10,NOVA PETROLEUM CORP,NOVA,58457
1972-12-14,STORAGE TECHNOLOGY CORP,STAG,58464
1975-06-10,STORAGE TECHNOLOGY CORP,STK,58464
1983-07-29,NOVA PHARMACEUTICAL CORP,NOVX,58465
1972-12-14,TRANSCONTINENTAL GAS PIPE LN COR,TPIP,58472
1973-09-11,TRANSCO COMPANIES INC,TSCO,58472
1975-04-10,TRANSCO COMPANIES INC,E,58472
1982-05-12,TRANSCO ENERGY CO,E,58472
1979-09-27,NOVAMETRIX MEDICAL SYSTEMS INC,NMTX,58473
1972-12-14,BALLY MANUFACTURING CORP,BALY,58480
1975-08-12,BALLY MANUFACTURING CORP,BLY,58480
1994-05-18,BALLY ENTERTAINMENT CORP,BLY,58480
1980-11-10,NOVAN ENERGY INC,NOVN,58481
1987-12-21,AMERICAN TOXXIC CONTROL INC,ATCX,58481
1990-12-10,UNITED STATES FILTER CORP NEW,USFF,58481
1991-02-26,UNITED STATES FILTER CORP NEW,USFFV,58481
1991-03-19,UNITED STATES FILTER CORP NEW,USFF,58481
1991-04-08,UNITED STATES FILTER CORP NEW,USF,58481
1972-12-14,NATIONAL C S S INC,NCSS,58499
1975-09-10,NATIONAL C S S INC,NCS,58499
1981-05-13,NOVAR ELECTRONICS CORP,NOVR,58500
1972-12-14,NATIONAL PATENT DEV CORP,NPAT,58501
1975-07-08,NATIONAL PATENT DEV CORP,NPD,58501
1998-03-10,G P STRATEGIES CORP,NPD,58501
1998-03-27,G P STRATEGIES CORP,GPX,58501
1984-02-08,NUGGET EXPLORATION INC,NUGT,58502
1972-12-14,NEWBERRY ENERGY CORP,NBRY,58528
1975-08-05,NEWBERRY ENERGY CORP,NBE,58528
1986-01-27,NEWBERRY CORP,NBE,58528
1972-12-14,FIRST MORTGAGE INS CO,FMNC,58536
1973-08-31,F M I C CORP,FICC,58536
1974-12-30,UNITED GUARANTY CORP,UGTY,58536
1975-07-14,UNITED GUARANTY CORP,UGC,58536
1984-06-01,NU TECH INDUSTRIES CORP,NUTKA,58537
1984-11-01,NUMERICOM INC,NUTKA,58537
1986-04-30,NUMERICOM INC,,58537
1986-06-16,NUMERICOM INC,NUTKA,58537
1986-07-21,NUMERICOM INC,NUTK,58537
1972-12-14,WALLACE SAM P CO INC,WALL,58544
1975-08-12,WALLACE SAM P CO INC,SWC,58544
1983-11-08,S P W CORP,SWC,58544
1984-06-01,NU TECH INDUSTRIES CORP,NUTKB,58545
1984-11-01,NUMERICOM INC,NUTKB,58545
1975-07-16,WISCONSIN GAS CO,WGC,58552
1972-12-14,AMERICAN SCIENCE & ENGR INC,AENG,58560
1975-06-03,AMERICAN SCIENCE & ENGR INC,,58560
1975-10-08,AMERICAN SCIENCE & ENGR INC,ASE,58560
2004-10-06,AMERICAN SCIENCE & ENGR INC,ASEI,58560
1975-09-02,BRAUN C F & CO,BRAU,58579
1975-11-11,BRAUN C F & CO,BRU,58579
1974-05-03,FITCHBURG GAS & ELEC LT CO,FGEL,58587
1975-06-12,FITCHBURG GAS & ELEC LT CO,,58587
1975-10-09,FITCHBURG GAS & ELEC LT CO,FGE,58587
1972-12-14,HUCK MANUFACTURING CO,HUCK,58595
1975-10-23,HUCK MANUFACTURING CO,HUX,58595
1972-12-14,NOXELL CORP,NOXL,58596
1972-12-14,INTERNATIONAL ALUMINUM CORP,IALU,58608
1975-10-27,INTERNATIONAL ALUMINUM CORP,IAL,58608
1978-05-23,NU WEST DEVELOPMENT CORP AZ,NUWD,58609
1980-06-27,NU WEST AZ INC,NUWD,58609
1980-12-31,NU WEST INC,NUWD,58609
1975-10-24,KERR GLASS MFG CORP,KERR,58616
1975-12-29,KERR GLASS MFG CORP,KGM,58616
1992-05-01,KERR GROUP INC,KGM,58616
1972-12-14,NUCLEAR EXPLORATION & DEV CO,NUEX,58617
1973-04-03,LQ MOTOR INNS INC,LQMT,58624
1975-10-08,LA QUINTA MOTOR INNS INC,LQIN,58624
1975-11-11,LA QUINTA MOTOR INNS INC,LQM,58624
1993-05-27,LA QUINTA INNS INC,LQM,58624
1993-07-26,LA QUINTA INNS INC,LQI,58624
1978-06-09,NUCLEAR PHARMACY INC,NURX,58625
1986-01-31,SYNCOR INTERNATIONAL CORP DE,NURX,58625
1986-02-03,SYNCOR INTERNATIONAL CORP DE,SCOR,58625
1975-10-01,MICKELBERRY CORP,MBC,58632
1994-05-09,MICKELBERRY COMMUNICATIONS INC,MBC,58632
1972-12-14,NUCLEAR RESEARCH ASSOC INC,,58633
1981-12-15,NUCLEAR SUPPORT SERVICES INC,NSSI,58641
1996-05-28,CANISCO RESOURCES INC,CANR,58641
1975-12-29,NORTHWEST ENERGY CO,NWP,58659
1973-11-13,NUCLEAR SYSTEMS INC,NUSY,58660
1972-12-14,PACIFIC LUMBER CO,PLUM,58667
1975-12-17,PACIFIC LUMBER CO,PL,58667
1978-05-01,NUCORP ENERGY INC,NUCR,58668
1972-12-14,PARKER DRILLING CO,PDRL,58675
1975-10-29,PARKER DRILLING CO,PKD,58675
2018-12-13,PARKER DRILLING CO,,58675
2019-04-03,PARKER DRILLING CO,PKD,58675
1980-03-14,NUGGET OIL CORP,NUGO,58676
1972-12-14,SOUTHWEST AIRLINES CO,SOAL,58683
1975-10-24,SOUTHWEST AIRLINES CO,LUV,58683
1980-09-25,NUMERAX INC,NMRX,58684
1972-12-14,SOUTHWESTERN GROUP INVS INC,SWGC,58691
1975-10-09,SOUTHWESTERN GROUP FINL INC,SWGC,58691
1975-12-17,SOUTHWESTERN GROUP FINL INC,SGF,58691
1982-12-08,NUMEREX CORP MINN,NUMR,58692
1975-12-02,TANDYCRAFTS INC,TAC,58704
1972-12-14,B C C INC,BCCN,58712
1973-08-15,TECHNICARE CORP,TCRE,58712
1975-12-22,TECHNICARE CORP,TEC,58712
1979-01-19,NUCLEAR POWER & ENERGY,NUPC,58713
1981-06-11,NUPEC RESOURCES INC,NUPC,58713
1975-11-05,TRICO INDUSTRIES INC,TRO,58720
1984-06-11,NUTRI BEVCO INC,NRGD,58721
1975-12-02,WOODS PETROLEUM CORP,WOG,58739
1978-01-25,NUTRITION WORLD INC,NUTS,58740
1988-01-19,ATLANTIC GROUP INC,NUTS,58740
1988-01-21,ATLANTIC GROUP INC,ATLG,58740
1976-01-20,ALLIED ARTISTS INDS INC,AAX,58747
1972-12-14,DATA DISPLAY SYS INC,OCGT,58748
1973-03-20,O C G TECHNOLOGY INC,OCGT,58748
1976-01-15,BALDOR ELECTRIC CO,BECO,58755
1976-03-01,BALDOR ELECTRIC CO,BEZ,58755
1978-09-18,OCEANOGRAPHY INTL CORP,OCAN,58756
1980-07-10,O I CORP,OICO,58756
1972-12-14,PENNSYLVANIA ENGINEERING CORP,PENE,58763
1973-02-26,PENNSYLVANIA ENGINEERING CORP,,58763
1976-02-04,PENNSYLVANIA ENGINEERING CORP,PEC,58763
1973-10-16,REGAL BELOIT CORP,RGLB,58771
1976-02-26,REGAL BELOIT CORP,RBC,58771
2021-10-05,REGAL REXNORD CORP,RRX,58771
1984-01-06,O M I CORP,OMIC,58772
1989-01-27,O M I CORP,OMM,58772
1998-06-18,MARINE TRANSPORT CORP,MTLX,58772
1972-12-14,SCHRADER ABE CORP,SABE,58798
1976-02-05,SCHRADER ABE CORP,AMS,58798
1978-09-19,NUCLEAR METALS INC,NUCM,58799
1997-10-01,STARMET CORP,STMT,58799
1975-12-01,TANDY BRANDS INC,TANB,58800
1976-02-25,TANDY BRANDS INC,TAB,58800
1990-11-09,BOMBAY COMPANY INC,BBA,58800
1980-09-08,NU MED SYSTEMS INC,NUMS,58801
1983-07-07,NU MED INC,NUMS,58801
1972-12-14,WISCONSIN POWER & LT CO,WPWR,58819
1976-03-30,WISCONSIN POWER & LT CO,WPL,58819
1988-03-31,W P L HOLDINGS INC,WPH,58819
1998-04-21,INTERSTATE ENERGY CORP,LNT,58819
1999-05-20,ALLIANT ENERGY CORP,LNT,58819
1976-07-12,O S R CORP,OSRC,58820
1972-12-14,BANKAMERICA CORP,BAMR,58827
1976-06-28,BANKAMERICA CORP,BAM,58827
1981-12-15,BANKAMERICA CORP,BAC,58827
1975-06-18,O T F EQUITIES INC,OTFE,58828
1972-12-14,CORNELIUS CO,CORN,58835
1976-06-15,CORNELIUS CO,L,58835
1972-12-14,BIO MED SCIENCES INC,BMSC,58836
1983-07-07,OAK HILL SPORTSWEAR CORP,OHSC,58836
1998-02-19,REXX ENVIRONMENTAL CORP,REXX,58836
1998-05-14,REXX ENVIRONMENTAL CORP,REX,58836
2000-09-20,NEWTEK CAPITAL INC,NKC,58836
2003-12-30,NEWTEK BUSINESS SERVICES INC,NKBS,58836
2006-10-16,NEWTEK BUSINESS SERVICES INC,NEWT,58836
2014-11-13,NEWTEK BUSINESS SERVICES CORP,NEWT,58836
2023-01-19,NEWTEKONE INC,NEWT,58836
1956-09-24,AMERICAN HARDWARE CORP,,58843
1962-07-02,AMERICAN HARDWARE CORP,AHC,58843
1964-07-01,EMHART CORP CT,EMH,58843
1976-05-05,EMHART CORP VA,EMH,58843
1972-12-14,OAK HILL SPORTSWEAR INC,OHIL,58844
1976-04-02,FACET ENTERPRISES INC,FCT,58851
1972-12-14,SZABO FOOD SERVICE INC,SZBO,58852
1975-08-19,OAKBROOK CONSOLIDATED INC,OKCO,58852
1972-12-14,HARRIS BANKCORP INC,HSBK,58878
1976-04-21,HARRIS BANKCORP INC,HBC,58878
1978-05-26,OAKRIDGE EXPLORATION INC,OAKR,58879
1982-10-22,OAKRIDGE ENERGY INC,OAKR,58879
1972-12-14,HOWELL CORP,HOCO,58886
1976-05-12,HOWELL CORP,HWL,58886
1972-12-14,OAKRIDGE HOLDINGS INC,,58887
1972-12-14,KAPOK TREE INNS CORP,KAPK,58894
1976-04-13,KAPOK TREE INNS CORP,KTI,58894
1983-09-23,KAPOK CORP,KPK,58894
1987-10-22,HAMPTON HEALTHCARE INC,HHI,58894
1981-03-20,OBJECT RECOGNITION SYS INC,ORSI,58895
1985-05-30,O R S AUTOMATION INC,ORSI,58895
1975-01-06,BANKSHARES INDUSTRIES INC,BKSN,58907
1975-12-30,MONEY MANAGEMENT CORP,MMCO,58907
1976-04-27,MONEY MANAGEMENT CORP,MGT,58907
1972-12-14,SPARTAN FOOD SYS INC,SFOD,58915
1976-06-22,SPARTAN FOOD SYS INC,SF,58915
1984-06-29,OCCUPATIONAL URGENT CARE HEALTH,OUCH,58916
1976-04-26,STAFFORD LOWDON CO,SLI,58923
1979-09-10,OCEAN AIRWAYS INC,OAIR,58924
1972-12-14,SUE ANN INC,SANN,58931
1976-04-22,SUE ANN INC,SUA,58931
1980-08-06,C S GROUP INC,CSG,58931
1972-12-14,OCEAN FISHERIES INC,OFSH,58932
1972-12-14,A P S INC,,58958
1976-09-23,A P S INC,APS,58958
1972-12-14,OCEAN OIL & GAS CO,OCGAA,58959
1976-07-02,AMERICAN CREDIT CORP,ACR,58966
1978-09-07,OCEAN RESEARCH EQUIPTMENT INC,OREQ,58967
1976-03-29,BURING FOOD GROUP INC,BUFG,58974
1976-07-08,BURING FOOD GROUP INC,BFG,58974
1975-11-03,OCEANEERING INTERNATIONAL INC,OCER,58975
1991-12-17,OCEANEERING INTERNATIONAL INC,OII,58975
1972-12-14,CAMPBELL TAGGART INC,CBEL,58982
1976-07-15,CAMPBELL TAGGART INC,CTI,58982
1972-12-14,OCEANOGRAPHY MARICULTURE INDS,OMAR,58983
1972-12-14,DOW JONES & CO INC,DOWJ,58990
1976-07-13,DOW JONES & CO INC,DJ,58990
1975-04-18,ENERGY RESOURCES CORP,ENRS,59002
1976-07-19,ENERGY RESOURCES CORP,ENR,59002
1976-05-20,GAP INC,GAPS,59010
1976-07-30,GAP STORES INC,GPS,59010
1985-06-03,GAP INC,GPS,59010
2024-08-22,GAP INC,GAP,59010
1981-06-18,OCILLA INDUSTRIES INC,OCIL,59011
1989-12-21,ALLICO CORP,ALIC,59011
1972-12-14,GATES LEARJET CORP,GALE,59029
1976-09-24,GATES LEARJET CORP,GLJ,59029
1978-04-13,JEREMIAH CORP,JERE,59030
1982-10-19,OCTOBER OIL CO NEW,OCTO,59030
1976-09-21,GENERAL EXPLORATION CO,GEX,59037
1972-12-14,ODEC INC,ODEC,59038
1976-09-13,KIRBY EXPLORATION CO,KEX,59045
1984-04-25,KIRBY EXPLORATION CO INC,KEX,59045
1990-05-02,KIRBY CORP,KEX,59045
1972-12-14,LAWTER CHEMICALS INC,LAWT,59053
1976-07-20,LAWTER CHEMICALS INC,LAW,59053
1981-04-08,LAWTER INTERNATIONAL INC,LAW,59053
1972-12-14,KAY MARY COSMETICS INC,MARY,59061
1976-08-27,MARY KAY COSMETICS INC,MKY,59061
1972-12-14,ODYSSEY INC,ODYS,59062
1976-03-18,MEDFIELD CORP,MEDF,59088
1976-05-12,MEDFIELD CORP,,59088
1976-08-05,MEDFIELD CORP,MED,59088
1972-12-14,OFFSHORE LOGISTICS INC,OLOG,59089
2003-03-12,OFFSHORE LOGISTICS INC,OLG,59089
2006-02-06,BRISTOW GROUP INC,BRS,59089
1972-12-14,NATIONAL MINE SVC CO,NMNE,59096
1976-08-11,NATIONAL MINE SVC CO,NMS,59096
1972-12-14,OGILVY & MATHER INTL INC,OGIL,59097
1985-05-14,OGILVY GROUP INC,OGIL,59097
1972-12-14,REPUBLIC NATIONAL BK DALLAS,RNBD,59109
1974-05-09,REPUBLIC TEXAS CORP,RTCO,59109
1976-09-23,REPUBLIC TEXAS CORP,RPT,59109
1982-07-01,REPUBLICBANK CORP,RPT,59109
1987-05-27,FIRST REPUBLICBANK CORP,FRB,59109
1972-12-14,OGLEBAY NORTON CO,OGLE,59110
